sqft,bedrooms,bathrooms,age_years,price
2421.128355527074,4,2,69,365080.57547955203
1149.0907120026886,1,2,46,181990.62222757487
1787.7911853968078,5,1,49,301256.5307363812
1566.450407911807,1,3,62,202966.56588246542
2607.742053478751,1,2,31,402344.4182811327
3378.266934565156,3,2,49,508233.1149579246
3777.878192196545,5,1,78,574637.9402347186
1651.003290836079,5,3,20,296190.40111713554
2493.914805916982,5,2,75,403107.1251758067
520.6470935418101,3,2,36,67104.68450465752
1802.5723580150106,3,3,33,304481.3475608838
3862.463381430127,3,2,73,594343.1543228577
915.934927971482,5,3,29,208978.31453988186
3544.397214667011,5,3,46,576661.0987483698
2783.768188818973,1,1,42,401491.7257326191
1528.6280512904061,3,3,67,232338.94974848663
3223.5633119518434,2,2,47,528759.449808741
1512.4847895507141,4,3,52,259513.25643922144
3631.852703996485,1,1,67,511998.1216631778
789.6570496753282,3,2,78,99050.93524871318
916.4756929726839,4,3,70,149373.07513066073
3125.0426329798142,5,1,12,537332.0448495161
2072.1240589752847,5,2,22,362096.4002250873
1016.1216888173427,4,2,70,150342.38190889856
2297.019159808163,5,1,68,350910.91254907724
1539.3919327929832,1,1,48,208230.2655911483
2422.6034921306277,1,2,6,391205.7302959423
3102.9987320191467,3,3,79,457981.7957060801
3498.937758358575,4,2,16,575178.6668813237
706.5005860270542,1,2,0,124731.55371122946
2573.241722036154,3,3,33,441155.84729656804
3942.8304116786576,5,3,59,632591.1339390844
2109.291003695172,2,1,6,339889.71162939136
3193.482598788081,2,1,42,482788.93785411405
840.4123172422592,5,2,27,181786.6654140984
3557.2775717640957,4,3,26,564287.8545494884
2537.184917930825,3,2,2,430282.88372605055
3608.9211513531677,1,1,26,566322.6928588648
3254.912690051684,1,1,64,465616.22349776945
3542.3392101224094,3,1,69,538814.3967774455
700.5355837957924,2,1,54,84826.4105298179
3004.334376970031,1,3,5,463357.626882748
1189.4331780753546,4,1,20,208952.3317709805
1430.336197379158,5,1,15,291825.24999802926
1636.7400783626117,5,2,41,275722.2489065629
2569.601280096967,2,1,64,355331.25218539225
2697.5132082436417,1,2,31,426407.4351262284
3760.0489102121405,2,2,54,559050.5694263843
544.5143705479064,3,3,65,89699.93891631729
1177.0346800771742,4,1,18,224866.43264294317
1767.008807759347,1,3,23,286956.1873569987
3363.0239401388153,3,2,8,547505.2257472759
2424.6805885355434,5,1,18,422098.9588588045
2291.967106953226,3,3,50,356076.6415770771
3160.650639018183,1,3,62,462856.7651994032
2792.7073329183618,1,2,33,432342.04576627363
1514.4953425504577,5,2,60,241261.251640538
804.907472359658,4,3,64,141335.94192230827
2118.073644658464,3,3,56,318756.5596445224
3580.582391341626,3,2,3,599875.1023962368
2593.4937008165143,4,1,5,451251.5853619725
686.51172516454,3,1,50,122116.67785470656
2040.2696674370313,4,3,3,394127.14142222545
1846.1422931839138,3,2,54,303083.27219794824
2538.487301266382,3,3,74,395329.0840993431
2554.943555352812,2,1,14,393374.3975182897
3829.662095726522,3,1,77,571881.5452004262
1683.328486237219,1,3,4,274611.56930740364
1928.3342363901531,2,3,16,362436.0327604097
2647.298688418418,1,1,44,387225.1511246243
3602.367173672046,2,1,39,551052.1736309447
2971.5038206390886,2,2,35,441224.26111308817
2148.099035755646,1,2,37,338698.2128423597
3350.981168893323,5,3,31,582448.29791588
2198.5713190786173,2,1,22,321637.7683069024
3872.330142327255,4,3,23,629087.8530896264
1488.7480673726486,4,2,6,277477.3076020084
945.8716416785667,1,2,74,102946.33998446383
3406.399636293304,3,1,20,560687.589725558
1540.546549585876,4,2,71,272754.1244565057
3465.8869066484867,3,2,76,497092.8909726964
2632.9168970353826,4,1,79,404466.9537774456
2281.357593275467,3,3,35,373260.27454181155
804.6112495761977,5,1,11,201442.56719872064
3252.1042585132022,5,2,16,516262.8362644537
730.7353374914835,4,1,5,156084.11887195887
3878.028996079354,5,3,6,682140.1029199121
3569.4110791119506,2,2,74,506785.3709750975
1560.3900735726622,2,2,51,253103.07238604192
947.5315841941758,5,3,48,183035.5536403441
3599.8605771396938,3,3,67,566441.200555794
2179.4769816018015,5,1,22,387062.1336709304
937.0582236789332,5,2,20,196227.1917276122
2244.8276422721856,3,3,27,366646.0618047519
1363.8674662634771,2,3,60,205009.58998605714
1927.4238818377607,2,2,50,308478.40514698694
2740.8436739834287,4,1,1,467187.9475050345
3703.77673618918,1,3,50,544559.4611358028
3303.25440851343,4,3,10,612294.3380007409
1063.5311446009616,2,1,78,106417.58978093337
2170.675051806322,4,1,51,338356.28504893347
2221.748001471362,2,1,77,312744.7784081649
3963.1897118609995,3,3,7,636145.5299587797
804.1424473955447,5,1,23,170995.65444506388
2287.6867606291867,4,1,37,364184.7814783095
3700.270827349581,1,3,2,570161.6632215498
1895.9723598304233,2,3,38,311780.996668741
1416.0124393915205,3,1,29,217058.60313085202
2445.7671706966657,5,1,2,422899.3575689044
1620.309356551776,3,3,65,272502.6285293683
3744.776964755904,3,3,65,555861.3484008635
796.7956910174332,2,3,66,126724.83748950584
1223.4775683056814,2,1,59,187016.9192533261
793.5484011124067,3,3,44,161685.05790674099
2991.612202259367,4,1,63,462316.0632409455
1525.9965142742567,4,2,31,266506.9885553072
3650.591548857967,4,3,52,559852.4581683503
3627.709992750318,2,2,59,541046.4317963131
3777.3532902609363,5,2,22,633596.5212615632
1396.4497721440766,4,2,10,259723.46701204858
502.29865424544465,4,3,55,91441.80343786227
1856.6189615353887,5,2,73,311032.30359868554
3868.9706455015166,3,3,45,591404.2360049189
3173.096739034368,5,2,77,498886.2493447557
708.809580050129,2,1,49,92780.55996497058
2959.0028436838174,5,2,55,452420.39282209566
3709.722364780131,3,1,60,577566.1077402431
3887.0198817918053,4,3,27,645488.3840935563
3005.960296509708,2,3,23,491495.7745400161
3520.484001065475,4,2,32,547069.096772899
3445.9573601497564,4,3,73,531404.1807045887
1754.1822568384785,1,3,20,290150.9268879019
846.6535307177304,5,1,36,155803.46437587467
3046.1245853887535,4,2,56,502695.6048117715
979.1966125295405,3,3,25,159315.68125247356
1844.6957230059788,4,2,53,310641.69638612366
3985.075851153676,2,1,42,568518.9840570324
2459.249337950696,4,3,44,384880.7226503973
2326.090127950886,1,3,77,306772.7642208252
3817.5798152683174,2,1,9,606687.7739762168
1494.1403121389903,5,2,56,246243.62567608504
3998.0082390397697,5,3,75,616234.4231459794
3691.9293311117667,2,2,7,576154.0891849406
1773.6640320769475,4,1,14,289199.49005395354
1645.339351237472,4,2,22,281251.6522060833
942.9717809288964,4,2,73,133748.6508723351
3704.7404018741236,5,1,53,576968.4423976026
1150.3347319226496,2,2,28,185892.62957874994
531.4253077124923,5,2,76,60262.06106251317
3615.2680485185815,3,2,36,557134.2950363313
2593.4029594201097,3,2,43,426161.4679407282
2851.47028620736,3,2,71,417105.37560550444
3065.9940324148265,5,1,43,492633.32017989777
649.3156173174633,5,2,53,121347.24786630098
821.4924934572141,3,1,0,157055.34410305074
2249.4291676614403,1,1,8,349998.80501878035
675.9133297778371,5,2,12,148566.9944645602
2265.1255873696873,1,1,37,327671.9418506064
3077.1853854843644,4,1,64,441338.6582805276
2800.9320205334866,2,1,6,452298.7733303387
2658.266790421694,1,1,19,379793.03815059847
662.4200028423743,5,1,33,150638.72437987314
1328.2920861171951,5,1,42,248692.7288161559
3641.2314282843763,2,2,75,502617.8863887731
931.2717541806219,1,1,54,126411.6309143958
2366.282977734874,4,1,5,400568.0209094432
675.1694410745753,5,3,47,166861.28212380383
3787.2091387615433,2,2,50,560794.1355740097
1100.4721025670826,1,1,61,131691.12772993286
1935.0766609054224,1,3,31,298727.33871355176
2413.733994092854,4,2,51,404768.0202495181
3015.2809532596925,5,2,22,482234.1000443978
3781.0832840265575,1,1,24,579049.7923711711
3077.271461959578,1,2,75,431558.84441441897
1715.7892983021961,3,2,46,265787.6444883858
763.6886372933066,3,1,62,104926.63707174856
2975.9178734488755,2,3,55,465942.32084925455
3903.786117825966,1,3,46,598678.9124289099
559.5561645403975,5,3,5,190890.7047691811
3211.3785931268685,5,1,37,509984.4232566918
1116.4966778375106,2,3,77,126981.99181491914
2109.8378344779812,2,2,14,337467.25674881635
2329.2283630071206,4,2,49,371760.7367784577
2650.4918049661483,3,2,16,430670.71794442093
3963.378884116868,5,2,78,626912.7811239733
2905.907382423205,5,2,79,483358.6655631909
1873.3559670696895,1,3,69,268971.8677516385
3002.572776107788,2,3,0,473078.97989962343
2133.5595059639245,4,1,2,389485.5950047608
1945.9199627375892,1,3,58,273261.3050509006
1779.7862579234607,1,2,6,291256.5660931772
2226.9213312141474,2,1,78,315685.3662613896
1484.1375563195656,4,3,68,247176.92648784348
1347.3511978722609,5,2,6,272715.2074674081
1019.6332950730201,5,2,19,218479.63301815192
2040.7861737883222,2,2,14,346725.5523036218
1526.4145930936177,1,2,72,209204.5265457158
3429.295318124485,1,2,9,566693.6304151899
3467.629540251947,5,1,78,480227.865987604
1703.5683503896219,4,2,61,259405.2309314106
2666.99729687521,3,3,61,403877.4838995348
3658.01791138928,3,3,3,620081.5616603448
1757.0667448619602,2,1,49,259088.4125567722
2441.5050527675835,4,2,17,429801.3099985149
2052.455165784592,5,1,35,325859.7888146631
2775.9282977770586,4,1,72,410900.71542499424
3859.198056801531,2,1,72,562354.7115150132
985.1829058338585,2,1,39,147197.53598653112
3878.8486530600717,2,3,50,585225.9250704352
2830.0673057847202,4,3,46,465194.9154112911
3285.5467906653253,2,2,7,552345.160832756
2722.9263375936703,3,2,37,399599.2648818139
3546.109485513966,5,3,58,594730.572639806
1641.8355775267069,5,2,35,298838.6518201951
2978.166777469791,5,3,26,498463.71301246475
1424.3956106670807,1,1,54,199720.6199669665
2280.300323468011,3,3,10,396036.78659734357
2885.2166181822877,2,1,46,445496.5378986492
1203.9350219618764,3,3,29,206687.53534093825
714.0579561141692,3,3,53,140599.43296619755
3268.3183920458805,3,1,68,465635.3238261907
3331.312026669519,3,3,27,544266.0213293305
2829.8270104368044,5,1,59,455092.979463298
1625.0106556867165,4,2,40,274912.2705312881
2803.6055194799983,1,2,30,434532.85243349307
793.5813460646566,2,1,57,95880.70860187299
2818.783700225382,4,1,65,442133.2394896724
2516.6949254445744,4,1,77,363740.4205399144
2660.2151328873206,5,2,44,429656.99381656706
2064.444932570203,3,2,8,353911.912256969
1288.0541164607475,3,3,27,232222.20479374757
3040.5701673237218,5,2,24,500701.5332169002
2124.456075691527,3,2,8,376613.6670976709
3108.8297539158966,1,3,7,496263.03749552433
1774.6303231333586,5,1,54,299468.99475900526
807.262410494047,3,3,72,102487.74419849039
2398.6015842459287,3,3,19,386263.81346441235
2679.6647578103975,4,2,71,405556.0702687456
3726.219883838421,2,3,40,561444.1381591767
3607.1416058761642,5,1,63,556077.5652042459
700.022037028459,5,2,19,174610.304233884
3201.441355447604,1,3,61,485535.3470285738
1414.7698007950894,3,1,50,237657.96017137702
2940.1943248426765,1,3,25,470218.9440186903
1828.1868891947236,4,3,4,333832.2103409263
1627.274243244378,3,1,41,262945.37117626437
2208.9930508121847,2,2,22,346302.4450768525
2356.8590539837087,1,2,67,336464.28464349936
2930.6913532237745,4,3,50,457203.12307369686
2732.592070599129,1,1,49,410276.35904328147
2873.894261803835,2,2,67,424105.67224662506
1844.2688894838825,3,3,70,277766.590198072
2870.691321648686,4,3,58,437220.6177303194
1708.8556399471888,2,2,68,246570.79118968916
2626.3663657374636,3,1,23,411090.80551212997
2108.3653847667183,4,1,29,352251.9634384995
2469.794974621464,5,2,31,411415.0658001359
561.3836504508032,5,3,57,115899.3158568775
2245.7524785343376,3,2,40,366618.3840077042
1269.8878074158279,1,3,55,206097.9201731915
1850.3438707924179,5,3,75,284023.0214309507
758.1976768405691,4,1,51,125455.51595184501
2799.153865256185,3,1,14,457974.45390552963
3627.325731626784,4,1,29,574040.8069223638
1741.0901970509885,4,2,63,268625.22220202256
867.7372544775894,1,1,55,138078.52996235876
2670.9372800774945,2,1,9,412296.30135037843
944.6275697108867,5,1,68,160161.01825093522
3620.674630955529,3,3,67,543638.4027628178
928.5988571412732,1,3,48,136902.76519509818
1766.54669324846,4,1,8,279759.10572560586
2231.3092640224295,2,3,28,375064.22422586853
912.5548212025799,1,1,30,129188.6093496099
1615.6165604993364,1,3,56,220524.8421277029
1463.4767377008657,3,3,29,282735.8267390084
2996.5514294427558,2,2,29,462600.5194307883
3951.956858785328,5,3,53,626668.2066180275
1769.9307775373466,2,3,14,291078.2058194416
3267.518179887037,2,1,25,517605.09627594013
991.1935679420651,1,2,32,151995.69252613408
2529.6981376665067,3,1,64,367092.287051829
2014.496374245338,2,3,43,297392.03353044495
1508.6431370565047,5,2,78,226832.5638776421
3375.986075422202,4,1,17,553456.2821794515
3112.476154412043,3,1,57,464435.30943116744
968.9892687452459,5,1,61,133838.27977900807
1523.425163989363,1,1,1,234087.3661238511
3368.2670853657537,1,2,37,507524.1832374579
3973.510640330387,3,3,7,692158.8022127048
2640.477178786904,1,2,44,378058.0633391659
3550.945728521994,3,1,64,491578.01201796444
3944.775335717103,1,1,71,565888.9219097269
3091.909122947573,5,3,32,516474.66496043105
2756.562702661315,4,3,2,465550.2473035779
1274.3368109788041,4,3,40,241082.15459657722
1796.4861766189745,5,1,56,288670.3880069269
2682.441318792548,4,3,67,407793.8122802134
3742.4045928368573,2,1,28,550764.9809228688
1556.464965782415,2,1,57,217504.56891838464
1883.2317267061828,4,3,72,299666.4787995494
577.8290958471575,5,1,42,93886.48767155611
2938.5444241640384,2,2,67,442445.01354268723
2052.49581322071,5,2,24,346121.8508607466
3292.061543623179,5,1,38,551904.1649986171
1317.7924344526455,1,3,6,235328.4662870876
2808.7614574269114,2,2,66,406198.6119065908
2855.82418658381,4,2,9,490692.2954212612
2125.1344681452906,2,1,59,294160.7631054291
1160.1201219667919,5,1,4,237320.6620037664
1910.14685416925,3,2,50,323710.0242378251
3107.650179385694,4,2,31,497263.71357211756
1162.1496349593167,2,1,46,181263.65208966847
815.1435426028638,5,1,75,116295.28330891352
2119.7385270994737,3,3,45,343157.19043506973
1320.8247814200647,2,2,8,246671.72215356337
3301.928799389062,5,2,42,520152.82390928664
3360.36111556413,3,3,41,537778.6788056833
3808.481366212161,3,3,36,571707.146333148
3439.1682878662823,3,1,49,502960.87224590336
2766.0534198763885,2,2,48,410723.1523855452
1154.6817603273278,2,2,75,166929.11319193535
3380.5226888984007,2,1,63,498921.3109222942
3048.3303033749767,4,2,79,444824.6660075244
3114.0330508632806,2,3,40,482623.86232975486
2941.018043578378,3,1,52,445831.51643855224
3405.081194029753,4,2,4,548591.960091973
1542.4520354289432,4,1,46,256408.09437759436
2853.5774084313384,2,1,18,465387.3314775073
2310.54686184936,4,3,56,393925.6181963355
1682.453364792322,5,2,63,269590.90433988796
1643.93791884575,4,3,34,286758.50664998515
1044.1378298964792,4,2,15,195072.9495489231
2220.373650285689,1,3,62,313514.30369772203
1790.511243343546,2,2,25,285320.1309971834
1975.3071215190291,1,2,66,282214.29168458475
3480.8376865970395,1,1,10,534853.5082443065
2885.2922563854404,5,2,17,481759.9135159853
2880.869024487602,1,1,79,400716.2912521734
3944.1611652936194,4,1,42,626726.5619358892
1262.3887143318973,2,2,78,158293.79334959295
2277.63400051929,1,1,25,337436.5317180811
823.8153878489013,4,1,29,154331.82816791054
1874.7693302670195,1,1,10,268048.66815003526
3826.2304780360005,5,1,34,616262.0575362053
800.7210542601983,3,2,33,156295.7673946623
3152.0297244947733,5,3,18,573113.9043978162
3529.0195483339903,1,2,48,522338.70838320546
2281.3116456321018,5,1,24,386225.69144673506
3291.637404597901,5,1,41,526238.9022002881
2043.6597544565652,5,2,14,381031.2685953481
1736.7402717949058,2,1,30,279972.97798845894
2270.057882162914,3,1,8,364745.51193935674
1181.601501214675,5,2,44,221448.47812255955
1576.2021542789923,1,1,23,247361.5157741996
1568.816702589786,4,1,40,228729.17272744596
3959.4304603654314,3,3,2,674417.9152651539
1673.070832122201,3,1,2,289692.0799465113
1301.040151595022,3,1,75,191764.81303503583
3789.1849123862517,4,1,55,579230.9824925711
985.0381494904286,4,2,42,175018.12998783792
3880.3043862726745,4,3,63,604066.84621154
3486.589829532685,1,3,63,514459.7479890309
2764.7050013883727,2,2,36,439502.0142927729
1997.3276942470968,3,1,76,278404.08809111884
1190.3410556006916,3,2,52,172714.3901581576
871.7110033746399,3,2,70,116846.37329850665
862.8637348793653,1,1,19,119159.94858337684
1721.9967032454879,3,1,3,310882.4069446754
1925.0193359283048,1,2,58,256564.78643775397
3732.9855827835995,1,1,27,580743.6858041475
2376.795932052538,5,1,36,397274.4811314649
3967.2077521025667,5,3,55,635361.9400437512
3023.108553278787,5,1,51,499863.89337524644
1012.0309858097377,2,3,58,149517.47983531762
2437.4856178585555,4,2,53,383417.4537492174
1057.796834315829,1,1,63,139592.56989476533
637.2090264604711,1,1,34,99114.00588278713
3803.2550896629546,4,3,71,572372.3525090098
1682.489038350521,4,2,14,342692.15351901803
1163.551017860957,1,3,22,203112.0471533076
856.2707685496268,4,2,75,114284.62797838238
2782.4925639601142,5,2,53,449029.74321651564
2114.0216285202155,3,1,66,321870.26266550564
540.8657753519414,3,2,28,114712.38190135764
3003.134668032594,2,1,30,471014.97113883845
1398.3775089502146,5,1,57,267348.84903633926
3231.9529664383986,4,2,30,539472.0648311395
2210.120204691095,4,2,64,375162.8049377004
2374.5335411570522,1,3,67,350530.6074508118
2100.1926717625474,4,2,8,363408.6785008288
2865.936689160385,3,1,60,448331.75013381196
3965.158105913392,4,3,71,601260.6315784412
3292.554199608593,2,2,22,531442.2718659306
741.8565032098583,1,1,35,112904.71780304922
2231.80775007371,3,1,65,313917.6625765562
1320.0066835772996,3,1,75,171302.30434359697
858.3963069193642,3,2,27,157404.56558950318
1183.1143877333225,1,3,37,191794.02419467198
1368.400145715742,3,3,67,233587.1923327213
3859.047903335462,4,1,7,630358.8611769999
3107.02644110052,5,2,8,565174.0087427527
3485.3923256476846,1,1,72,498357.15599002317
2945.8782258899196,5,1,75,440343.7364237866
1604.789439549942,2,2,58,226142.53323942312
1868.8692280952898,4,2,29,323535.9130712906
2042.3852288639398,1,1,23,300310.4676963092
1526.9259470224802,4,3,73,243472.52187048853
1975.0488816127922,5,1,46,339302.4236776926
3199.153825177032,3,3,19,530820.9725123193
764.9619931759796,4,1,77,124025.80300495563
1468.0118726030055,2,2,29,227942.67962257515
2176.5910826434892,1,2,1,342040.400204335
2866.786516241822,5,2,20,470340.6298502264
2760.749457022605,5,2,71,407912.684005493
3037.4494885525146,1,2,46,441448.51745459007
868.417362096817,4,1,54,144449.39800317984
1132.6351198171415,3,1,20,195280.80422032645
1581.4308631606855,4,2,72,245106.16509221157
1485.9069684122828,4,3,53,285559.9084590958
3144.5684728922906,5,1,50,483750.79226918996
3976.6122872917463,1,1,54,569692.0956532306
2890.901244768929,1,3,8,458360.3172996518
615.6625879309443,2,1,61,62388.19185113735
1541.580337000995,1,1,78,209597.41755506734
3310.5953739077722,4,1,36,523794.7374789208
3735.190268714484,3,2,71,575763.4074452326
2582.1927369692376,5,3,34,429721.55565950385
1720.8789022242267,5,3,38,342393.59671900776
1742.9141495439267,2,3,20,329947.9546696018
2717.037544684511,5,1,56,418228.67242386605
3524.6672001105103,3,2,38,551697.8347924573
1692.909779253418,5,3,23,320157.36632235325
1167.4433116826754,4,2,42,215471.4982235175
509.766768452732,3,1,25,81540.59582710921
981.1479661221265,3,2,22,190173.79659635093
3479.157538654469,2,1,59,518171.59323352185
2686.046346314388,3,2,44,412309.6289184273
3967.2305344704437,1,2,78,528327.040072479
743.1162679150992,4,3,13,165477.44342472556
1781.0571960784941,1,1,66,229052.08793525829
3284.9822700886057,4,2,33,543436.768837316
2814.2222766527243,5,1,50,441479.5240071603
733.3475440523864,5,3,25,159387.69857478133
1905.0399980119748,2,3,43,311256.20046551357
2731.7141410355493,3,3,42,444370.79462402547
2907.1403589481547,4,3,50,481732.24747997045
2080.9192901448696,4,3,62,337895.69303168217
1158.5865461616313,3,3,47,214705.92129675552
3880.7455052216505,1,3,2,626871.8078931208
2132.7530599511015,1,1,16,301011.887641152
3010.702155211106,1,3,35,465270.2054825103
2371.8956935377746,1,3,57,360468.0660316422
782.4260584170423,5,3,8,198210.23366228226
1328.4255112271408,3,2,69,219677.7053832303
720.5887531829572,2,3,28,129560.23572667837
1167.7217090945974,5,3,44,237135.69795199705
1200.6536872236657,3,1,58,159972.16148283455
1952.0115809827425,4,3,29,344316.46360110445
1625.9413867474927,5,1,50,264368.99482854514
1768.9360983629138,2,3,24,281848.6239596776
3359.1050908971047,1,1,57,459390.5722506448
574.7597896915781,1,2,2,117692.93879485581
861.8841115807561,4,3,65,158431.08601096665
3327.3105432046864,4,1,33,519904.99283827475
2368.8778332999364,2,2,27,356902.8387559253
2036.1130360214852,4,3,40,334997.3974755049
1435.6104601403765,4,1,29,260277.9050041128
2398.1206597953524,5,2,22,401816.06495676516
1275.4720726664993,5,2,15,274128.50538494234
3504.262492588651,2,1,57,487741.16437058535
3384.138933981111,5,3,26,577753.0118827922
1626.4780904784745,4,2,56,274916.7502593266
585.7490873864286,4,3,49,141731.1536702624
3606.8371422561745,5,2,9,605144.8948754645
1545.3512841547188,3,3,53,240689.18257667084
2799.064638663565,1,2,37,398680.18562308804
3503.544337896056,3,3,56,557137.6255549805
3294.2666761742516,5,3,10,570975.1398600185
3518.7536009324535,1,1,42,508096.24268761266
2211.9705878012637,2,3,62,326681.92180543346
3448.025043740475,1,2,4,547584.3775212298
2114.0462091694944,5,1,42,352775.6343033599
1423.3620317597,4,3,51,265182.8840007503
2183.3828377190302,3,1,21,323223.3163110678
1673.8792561349917,1,2,67,239942.5649587383
3185.0138712279027,5,1,37,508961.9794156483
3410.980973528591,5,2,69,533074.1022901371
994.0855838090313,2,2,73,127802.5700140721
1075.4938040386942,1,1,1,180057.0409844039
1842.8145861712862,5,3,31,349766.1853207795
2121.5023022412624,4,3,30,372367.17150240584
3847.1252561936317,2,2,57,551658.6841777965
3795.922348554954,3,3,39,600010.1530967217
3884.6420155255573,4,1,63,587664.4159815139
3054.144013382493,4,3,49,499329.7192167817
2870.295047681087,1,1,12,442401.49487968284
1446.3690327439995,4,2,63,231199.30136206123
1804.2911468190455,2,2,11,319080.55583794665
509.39157307931345,2,1,2,91339.19169365731
3415.343312778505,5,2,11,614059.7805200141
1466.2977562778042,5,3,72,240756.96695878202
777.4838056150504,4,3,63,125562.87899862227
1604.569002375985,4,2,34,291117.08320392837
1631.0949530619655,2,1,28,271267.0414016646
3033.949725345615,3,3,77,475145.3865968208
519.9733588476324,1,2,39,98574.45710189047
1305.047263151192,3,1,63,197421.58313424716
3637.642455242914,4,3,9,614320.2003626039
3492.066418009057,2,1,31,537579.3496639569
2701.609573962736,4,3,61,431312.41802328697
2456.324628632781,5,3,76,386436.3240240016
1279.1613579789052,2,2,37,228274.3022086021
3562.841177302394,2,3,37,583021.3743599651
3162.5251912167996,3,1,64,468244.85512178985
2295.2643033728964,2,2,8,376392.68760843575
1063.5640461645673,3,3,28,192724.57532286792
1255.437221523216,3,3,16,213226.09527940382
1827.5273343966549,3,1,79,245726.97670896372
1658.9361859939468,5,1,42,276463.5492443268
713.6961812123809,5,1,22,158130.92948075582
1922.3172793167469,5,2,60,303307.37413074763
2070.51046388987,3,1,34,299826.4082567013
1504.7794489491012,3,2,24,270298.4221038467
1845.060133051413,1,2,38,302180.7921988789
1663.3219620972907,2,2,75,199559.8052746965
1818.9247562700953,2,2,38,282381.25129824306
2666.608405426127,4,1,20,453837.9177991774
2240.657432840194,4,2,28,362211.255451148
1191.56303094593,3,2,78,148804.6104815213
3283.408796649188,1,2,40,491036.0956659935
2296.152754514923,5,2,51,378147.8126917758
2104.2766621567494,3,3,39,337915.8765794944
2996.699545246361,5,2,58,505793.03539623535
3132.4828388951414,2,3,32,517797.9799410452
3471.708250475769,4,1,30,563648.3604742455
3339.3632473808143,4,2,27,544380.4922289253
2841.5533049126816,5,2,42,465837.64405947895
3023.9527032564074,5,3,68,499573.24819027516
1049.944044108911,4,1,28,188710.4950102622
2947.386196767544,1,1,46,448791.26572161133
1390.6023563469835,5,3,40,282478.2291888161
1402.425131988472,2,3,9,245294.0223920195
920.4611642189603,4,1,67,153104.1431897249
1889.1815920089507,3,2,28,338735.09772800875
569.5718818033791,2,1,61,79734.37275959167
2799.428374453401,5,1,50,435024.29355573945
3118.3593578727946,4,1,65,469053.0041021355
3214.4234153772272,2,2,37,489804.54115770455
951.0169589589498,4,2,33,184435.89013354448
2743.803172676211,5,1,38,451033.5224071047
3434.026329298782,3,2,23,545832.6772638623
625.893739291088,2,3,63,107803.20424006367
1176.7905406351936,1,2,47,189693.0388451065
1437.215314939071,2,1,39,209424.10080282975
2116.9460244535885,2,1,76,268133.66639192763
1102.5781501624542,5,3,11,249712.7776047359
2386.051626227429,4,2,56,379773.2903367503
1703.8311000078352,3,1,62,257906.67907326412
2792.8866110859717,2,2,18,436908.6475463267
2359.6359447102104,4,1,16,403177.23506097315
2902.042834295328,1,3,63,410931.1158898993
1362.1936728690016,4,2,56,242592.0604578387
2974.7409096293186,5,3,70,503167.31384683156
3071.2275604641522,3,1,42,458888.1453390507
3026.8862957260712,5,2,58,447447.2904581945
739.575277103618,4,1,32,135803.36629139396
3811.526171825736,5,1,58,587260.9286183298
2519.0234771531327,2,3,58,386245.9748804034
1453.1167702976447,5,1,54,244952.36814944845
2019.4778599030258,3,2,73,306837.2624754908
2311.6054372634544,4,2,45,418374.24648042896
2312.193839916172,2,3,78,327997.5912309411
1367.8546498550688,3,2,31,229723.24645847233
1427.3750109531347,1,1,11,233771.5247062755
1772.5577541593739,4,2,57,259513.5122812525
3233.2368707237497,5,2,34,548584.0436852272
2031.0541750937284,4,3,33,344932.6923590208
635.2095846115901,2,3,58,79347.7578404613
2082.7344935227293,2,2,14,331556.0770561902
1204.7691078716707,5,2,23,248912.69365499043
543.4433964760664,2,3,71,89405.82647242786
3919.605126934834,4,1,65,612740.8321285986
1528.0216766259505,4,1,73,235476.7188620727
2381.23782340636,4,3,66,369667.47695279756
1753.699190179313,4,1,10,321537.44409965095
686.9235596482774,5,2,21,164203.32715352965
3653.0938243029123,5,3,64,620018.6844132701
3774.8009749729845,2,2,63,528123.7512731121
1152.5145090344163,3,2,49,213058.47217601008
1962.9893486936235,2,2,64,298021.3062155016
1807.7426143971518,3,3,26,320723.41275184083
1085.2594734317977,5,3,11,240862.04943168676
2815.812222133756,1,1,26,415413.9854317002
3236.9862140333557,1,3,57,465761.34017489385
3158.9430615853553,1,3,11,481961.3086645677
2863.3818452851924,2,3,44,477208.94063584646
561.2164318848997,1,1,35,92582.87712435107
1303.5909460041107,4,2,68,218593.51983284723
2301.103964153319,3,3,16,402181.73001294106
2959.9420817732453,5,2,47,457011.72658143635
1852.4826944461652,5,2,53,310696.89752239775
2072.433833834548,2,1,76,286313.08973440103
3442.5170007057986,1,1,75,496192.34118944913
582.4144153619739,5,2,30,127762.95309993697
1440.0612651640272,1,1,23,224143.7387033227
1514.7730540198881,1,3,56,219308.87600794586
3974.739175630918,4,2,20,648137.6224996719
1296.3763848469061,4,1,28,218844.20915965634
664.8960698654598,2,2,41,115857.42658433017
1957.6247222568609,3,3,65,307372.8685758283
2773.3510234687783,1,2,9,412276.9881726064
1036.960733396615,2,2,66,164491.04133551772
3438.931868476451,5,1,11,610556.9898509094
1187.5970454397398,4,1,21,206731.9652766045
2964.977436749745,1,3,14,491374.9106242807
1066.3280232917173,5,1,8,209445.26517577883
3586.0380789209426,3,2,66,532771.5527497499
1204.6215479516281,2,2,8,244320.3105755404
3059.7561058826227,4,3,40,506597.37620835606
3435.4291268946176,2,3,77,529105.2302937672
1392.3124492408633,4,3,62,240305.1586755993
